"Score","Text"
2,"Its OK. It tasted more like sugar than pina colada :( i was a lit bit dissapointed. maybe because it was sugar free so it wasnt as tasty or good as I have expected it. But it really tasted like watery sugar."
2,"When fresh, Niederegger marzipan is out of this world. These bars arrived stale and dry, which sapped them of much of their flavor. Maybe take a chance if you've got to have marzipan and this is the only way to get it."
2,"I do NOT understand why they have to fry/bake for so long?? If they were not so over cooked, I would love it. Too bad!<br /><br />So far, I only opened one bag, I hope not ALL 12 bags are like this, although they may very well be since they must have been made and bagged together. I will have to complain to the manufacturer if that is the case!"
2,"I bought the hype about there being little difference between this and McCanns steel-cut.  Wrong!  If you have had the steel-cut, this stuff is just soupy and bland. And the fiber difference?  These oats are processed (cooked, rolled out, and cut into shapes), so in essence the fiber is gone  Convenience?  Big deal.  Make up a big batch of steel-cut, refrigerate and nuke as you wish."
2,"very small, much smaller than i expected and i measured it, it either is wrong or dimensions were wrong.Would not recommend at all."
2,"I found out that the Nestle European Style Mousse mix (the leading brand in the U.S.) is now sold under the Inspired Cuisine brand name.  It's still the best out there, by far."
2,"I don't know about you, but when I go looking for a product that explicitly states it has no added sugar, I mean sugar in the general, anything-that-is-chemically-sugar sense.  These folks make the ""no added sugar"" claim, and then follow it up with (oh by the way) ""a little bit of cane juice for sweetness.""  Which is to say, added sugar.  3 grams per serving, in fact, if my online search for this product's nutritional information is correct.<br /><br />Who are these people, unemployed politicians?<br /><br />I'm sticking with the Fifty50 brand.  Not only are they not lying through their teeth about not adding sugar, but they also donate half their profits to Diabetes research."
2,"I'm always willing to try something new for my dogs, and this sounded like a great idea, a portable no-mess treat delivery system.<br />The flavor I'm reviewing is ""Smoky Bacon""<br />I experienced some of the same issues noted by other reviewers. The ball in mine did not roll freely, so once my dog licked it clean, I had to manually advance it with my finger. So much for the ""no mess"" aspect.<br /> Squeezing the bottle as suggested by a few only results in a glop of foul-smelling liquid oozing out and dripping on the floor.<br />Yes, I said foul-smelling. I know dogs have a somewhat different take from their people on what smells good and what doesn't, but 3 of our 4 dogs recoiled at the smell of the product. Our only ""outside"" dog would take a lick, then take a sniff of her own rear end...presumably she found the scent similar. If you've ever seen a dog do that, then you know what I mean.<br /><br />I'm also concerned about how sanitary this delivery system is. Between uses you have a ball laden with dog-mouth bacteria multiplying. I doubt rinsing the ball before storage would help much, undoubtably some slobber is going to contaminate the bottle contents during usage. Refrigeration is not suggested on the label but it might help retard bacteria growth between uses.<br /><br />I think this product is another one of those things that sound like a good idea but the execution is flawed. I cannot recommend this product in good faith, and the $7.99 suggested retail price is a little steep for 1.7 fluid ounces of product."
2,"I agree with the other review. Beware: the plant is not as pictured or anything like it. I purchased this Desert Rose for my dad because he fell in love with the one in the photo and the description (~15 years old desert rose). The Amazon shipping weight says 21lbs, mine was UPS 3lbs. I was totally disappointed as I paid $95 with shipping just to get a desert rose that does not look like it's 15 years old. The caudex on the plant I got was only ~2-3"" wide and the one in the photo looks about ~6-7""+ wide.<br /><br />I contacted Lou immediately (I also have no idea why the seller's name is Sheryl when the actual seller is LouBonsai) and he is great at responding. He told me he would ship me a new plant and I kept emailing to make sure it's not just ANY desert rose, but SPECIFICALLY the one similar to the photo. However, their responses were brief and not descriptive about what they are sending (i.e. the response was ""BIGGER AS I WAS TOLD""). I felt as if my concerns were not answered. Lou said he was going to send me a new plant with a tracking number on 7/23 but I heard nothing. I had to email him on 7/25 to ask, they provided one and said I was able to track it the next day. It's 7/27 now and the UPS tracking number still says that a label has been created but package is not dropped off yet. I'm a very disappointed customer at this point.<br /><br />It would be nice for them to list the actual plant they are selling because it's definitely not the one I received.<br /><br />2 stars for responsiveness."
2,"Bought the SS525CS Light Duty Fence energizer to keep our minpins from digging out from underneath our fence.  It was our last resort since they broke through every other barrier we set up.  It did the trick!  We set it up at our new house so it surrounds the fence all the way around, and also set a single strand on the outside of the back of the fence, which butts up to vacant land where coyotes and stray animals run around.  We didn't want coyotes coming to our yard and digging in to get at the dogs, so this was a great idea.  We've heard loose dogs get shocked out back there, and that keeps our animals safe.  Well, unfortunately yesterday I heard the energizer making a louder than usual buzzing sound and knew that something was wrong.  We previously had a kitten get stuck on it on the inside of our yard (poor thing was scared half to death by the fence and the dogs!), and bit the wire.  It fried it's poor little mouth to the wire and his legs were stuck straight out. We turned the fence off but the poor little guy had been shocked terribly.  He ended up being ""ok"" and we found him a home.<br /><br />Yesterday when I heard the noise I freaked out and went looking around the perimeter, and found another stray kitten, with one of its rear paws stuck to the outer perimeter's line.  I couldn't save this one. The fence killed him.  The side of his body that was touching the ground was smouldering and burnt. I had to pick up the body and dispose of it.  I cried a LOT yesterday about this.  We have a cat and a kitten in our home and it devastated me that we were responsible for the death of this precious little life.<br /><br />But today, after thinking more about it and then going online to research, it turns out that the manufacturer knows that the energizers with ""CS"" in the model number (means ""Continuous Shock"") DO KILL small animals.  Despite thier knowledge of this, the company still advertises that ""No commercially made charger when installed properly will harm a pet or human.""  The problem isn't improper installation here; it's that the shock in this model is continuous and doesn't give a smaller animal the chance to pull away. Cats and kittens are notorious for biting at things that hurt them, and once they clamp down, there's no getting loose unless someone happens to see what is going on.  If you are considering an electric fence, be sure it is an Intermittent Shock energizer.  This means it pulsates and allows the animal to get off the wire.  As far as I'm concerned, the item I'm reviewing, SS525CS, is a death trap for small animals (and birds & frogs too)."
2,"If you put enough creamer in this coffee, it is tolerable.  It does not have a good coffee taste, and I would not buy it again.  It is also highly overpriced."
2,"i bought the smoother because i thought i needed one to make my daughters birthday cake, honestly i think i could have done the same thing with my hand.  really if the cake was smooth, you could do it close to smooth.  the cost is small enough where if you think you need one get one - but i'm not sure i would repurchase in the future if it broke or i lost it.  quality is that it is very thick and seems sturdy... just again not sure that i would ever really need one."
2,"I thought this was a fair price for these mushrooms, but was quite disappointed.  I soaked the mushrooms, as advised and then added them to a soup.<br /><br />The next trial was in a risotto.<br />The mushrooms lack flavor in general.  The stems of these mushrooms are quite inedible; they are very tough and have to be trimmed after soaking.  I would not recommend them and wouldn't repurchase."
2,"I happen to love blueberries so, I instantly thought I would love this item: hated it.  The product actually leaves a bad after-taste in your mouth.  It has very little blueberry filling in it as it is primarily a terrible cake wrapping that surrounds a scarce blueberry filling.  I can't recommend these to anyone unless their getting them free and even then I wouldn't eat too many of them as they seem to be horribly fattening.  Unfortunately I bought two packs of these things; wish I still had my dog.<a href=""http://www.amazon.com/gp/product/B001EO5S6M"">Glutino Gluten Free Breakfast Bars, Blueberry, 5-Count Boxes (Pack of 6)</a>"
2,"My main beef with this product is with the labeling.<br /><br />The box is labeled very deceptively. This goes double when inspecting the packaging from the Web (as you are doing now). ""10 bars"" is prominently displayed on the box. Lo and behold, once you open the box, only five bars are present. Upon further inspection, you see that printed in mice-type on the box is ""5 two count packages"". The net weight of the entire box is 7.4 ounces. That's less than one cup of granola. That's when you realize you've been had.<br /><br />You can buy a mega-size box of Nature Valley granola bars from a warehouse club for less money than the ""Pack of 2"" you'll find here. I mention Nature Valley because in a blind taste test you won't be able to distinguish that brand from these Clif bars.<br /><br />Seriously, if they are selling them for this much on Amazon, I'd be shocked and chagrined to see what they go for at the camping stores which is their retailer of origin.<br /><br />I consider myself embarrassed to have been duped so badly on this one. Clif has seriously damaged their brand credibility. Live and learn."
2,"the baby white popcorn has lots of hulls when popped, very small kernels and scorched the bottom of my new whirley popper. I've had several poppers and this is the first time one has scorched and the first time I've used the Wabash corn. shipping charges were very high for a relatively inexpensive corn."
2,"My 9 month old has been happily eating fruit and whole grain combo as well as veggie and meat foods from Earth's Best.  These ""gourmet"" flavors sounded fun but she spat out and flatly refused to eat any of the four flavors in this multi pack.  I tasted them myself and they were pretty gross.  Somewhat annoying since I now have the remainder of this multipack sitting around.  That'll teach me to buy a whole pack untested!"
2,"I have been a Cheerios consumer for the full 25 years of my life, and I've seen the prices for the little O's slowly climb over the years.  But here, on Amazon, only last Spring this same set of 4-pack 14oz boxes was hardly $12 for the set!  Now it's almost doubled?!  Most groceries sell the 14oz box at about $4 a box, this is close to $6 a box.  I never thought I'd give Cheerios anything less than 5 stars.  Until Amazon's price goes back to normal I will be getting my Cheerios at Target, for around half the price."
2,"PROS<br />-great to start as finger foods (easier than cheerios to pick up and eat)<br />-dissolves quickly (less of a choking hazard)<br />-baby loves them!<br /><br />CONS<br />-stains!  As the baby drools on his hands or loses a half-eaten puff, it leaves a bright orange stain on clothing, rugs, etc.  Not easy to get out, and a lot of the other flavors are more neutral colored and do not stain as much as the sweet potato.  The last thing I want to do is have to wash his highchair cover and straps, rugs, clothes, etc because of bright orange stains all around.<br />-cheaper versions available (ie, at Target they have their own brands)<br />-does have sugar (I wish they can make a low or non-sugar version, because I'm pretty sure the baby will still eat them.  Why add unnecessary sugar into everything?)<br /><br />I started with the Gerber sweet potato, but I'll be sticking to the Target blueberry (because it's cheaper and doesn't stain)"
2,"I ordered this item knowing it would be a variety pack and when it came out of the 210 pcs not 216 pcs there was only 2 and I mean TWO chocolate taffies. Boy was I really disappointed. I am not saying this is Amazon fault. I love shopping Amazon. I am making this all about Bonomos Turkish Taffy Tub 216 ct."
2,"These things are ok but they are so salty I can finish a bag."
2,"The pretzels are tasty and convenient, but I can't give them a higher rating due to the extreme jump in price (nearly double the price it was a couple of weeks ago when I made the purchase-around $17). Due to this, I assume the previous great reviews are based on the former price. Now I can pick these up at my local Grocery for close to the same price per bag, which defeats the purchase of buying in bulk online."
2,"This stuff does taste kinda like starbucks. But with all the sugar I did'nt really enjoy it. Buy this if your running low on sugar and don't like green tea."
2,"We have purchased Pamela's products in the past and guess we thought we couldn't go wrong.  Then we bought the lemon blueberry bars.  My daughter, who has Celiacs, doesn't like them..  I tried them and I don't like them.  Unfortunately, I have a case of whenever bars that no one likes.  For future reference, we will definitely purchase a sample before the case."
2,"This adds Vitamin C and caffeine to your water, which is great for people who are looking for that.  Caffeine may boost your workouts, and is the daily drug of choice for many of us, but watch out for side effects and don't over do it.<br /><br />The deal breaker for me on this one was taste.  It tastes sort of like sweet fruit punch Kool-Aid, with a pronounced aftertaste.  I strongly prefer <a href=""http://www.amazon.com/gp/product/B003X5FYJQ"">Optimum Nutrition Essential Amino Energy, Fruit Fusion</a>, a powdered caffeine add-on, or some of the Mio products."
2,"Whoever sells this makes a few claims that would be hard to verify without running some sort of scientific tests, such as the electrolyte thing and the 9.5 pH. But even if I assume that's all true, it still didn't do anything for me that regular water wouldn't--certainly not to an extent sufficient to assuage my guilt at using a non-biodegradable plastic bottle.<br /><br />I drank this 1.5 L bottle (Vine reviewers only get one) a glass at a time over the course of a few days, usually after running.  It was really no more refreshing than the water I usually drink out of my filtered tap. It quenched my thirst neither more quickly nor more slowly than usual. It tasted a bit different, but that's true any time I drink water that's not from my usual source. The taste was inoffensive, but I certainly wouldn't describe it as a ""silky smooth taste,"" which is what the bottle promises.<br /><br />And what can I conclude from all of this? That the experience of drinking this liquid is, in fact, no different from that of drinking plain old WATER!"
2,"I love  dried fruit and buy frequently. I have bought other products from Traverse Bay and truely enjoyed them But this product no so much.<br /><br />They berries are a generous size  and all are sliced. Unforutnately they found it necessary to overly sweeten the cranberries to the point that the cranberry flavor is totally overshadowed by the sweetness. Cranberries that are appropriated sweetened still have a slight tartness that allows the nature cranberry flavor to be perserved..<br /><br />These do not allow that..  after consumeing more than 1/2 of a one of the containers both right out of the box and also mixed in with nuts and as a add in for  cranberry muffins. I have been very disappointed..<br /><br />These will not be reordered and I orginally had this on a subscribe and save plan but canceld it after getting a good testing of this product.<br /><br />Will stick with Travese Bay Cherries or Blueberries.. going forward.."
2,"I like the convenience of this product, but it lacks the flavor of the ready made.  It tastes like a bit of artificial sweetner is used."
2,"I ordered the complete set of Totonac sugar free syrups and tested them out with my morning Kellogg's Eggo waffles.<br /><br />Some of the syrups are pretty good; others are really not my thing and I threw them out. My verdict/opinion is: Almond, Maple Syrup and Vanilla are pretty good; the Raspberry is okay (if you crave some fruit taste); but I couldn't handle the taste of the Blueberry, Butter Pecan, Caramel, Hazelnut and Vanilla Cinnamon.<br /><br />The syrup is not thick like most syrups on the market; it's more runny and I find myself pouring some syrup out on to a plate and then dipping pieces of torn waffles."
2,"I normally drink coffee in my keurig but I tried these for something different. They tasted almost like the weak hot chocolate you get out at an amusement park from a machine or something. I would not recommend them. I have a machine that lets you pick what size cup you want, small or medium and even on the small the hot chocolate is watery."
2,"For those expecting to really taste the pepper and sea salt, you might want to look a bit further before settling on this bar. While you can taste the salt right away it is quickly overwhelmed by the chocolate. The pepper is sadly indiscernable which may be because the spioes are not mixed into the chocolate but are lightly layered onto the bottom of the bar. Well-crafted overall, but disappointing otherwise."
2,"I used to have an Amazon subscription for Zico when it came in the cartons and wasn't made from concentrate. When Zico made the change, I decided to try one of their new bottles from a local store before starting a new subscription. I'm glad that I did because Zico now takes on par with the worst coconut waters I've ever had. It's not the worst, but it's down there with them. The difference is huge. It tastes slightly rotten now or you could imagine some of the coconut husk was accidentally added to the concentrate. I won't be getting Zico anymore.<br /><br />I tried several other brands to replace the old Zico but was disappointed in them all. I did finally find a replacement for Zico with <a href=""http://www.amazon.com/gp/product/B003V8SO10"">Naked 100% Naked Coconut Water, 11.2-Ounce Boxes (Pack of 12)</a>. It's as good as the old Zico was if not better."
2,"For the price of this item, I expected much more than I got.<br />I went to Cracker Barrel and got much more and the<br />same items."
2,"I've struggled to get a good cup of coffee out of these.  They clog, they break, they generally make the process of making a cup of coffee arduous.<br /><br />I've been using melitta coffee filters until I bought a box of these filters, and never had a problem with them.  I will go back to Melitta and might not even finish using one box of these."
2,"The product is great, but . . .I got one box of 6 packets for $8.00 and it cost $6.00 to ship.  That was a bad choice for me."
2,"This is my favorite tea. I buy LOTS of it. But this was like someone hired their kid sister to cram a box full of old tea bags and ship it to me. Not impressed, Stash."
2,"Not worth the price!!! Has a very bitter taste!!!!! You have to add a ton of honey to it to make it worth a damn. Does not help coat the throat in anyway!!!!!!"
2,"I thought I was getting something special for my babies. It was marked down and I thought I was getting a steal. But I had second thoughts as soon as I opened the can. It looks like something you would spackle a wall with. Seriously, it has the consistency of paste. Thankfully, I have one cat that is my little garbage can and I know when he's really hungry that I can get rid of one of these Newman's Own Organic Beef cat food cans."
2,"These are the most delicious thing you will have ever tasted; however, they are loaded with fat.  If you are careful with fat in your diet for medical reasons (like me) or just don't want to abuse your body, avoid these at all cost.  They would be great as an addition to a picnic or a gift basket, but having more than one tub of these at home would be too great of a temptation for me.<br /><br />They are tasty, just be careful to eat one serving only."
2,"My favorite coffees are the big dark roasts like French, Italian, and Full City.  This K-cup dark roast has a big, bold flavor, but lacks balance.  The level of smokiness, bitterness, and acid are way too high, and the result is not enjoyable.  I liked the dark roasts. for the Keurig from Green Mt, Newman, and Donut Shop much more than this one."
2,"The case of necco wafers I ordered was shipped along with a raspberry candy item that was open and damaged the packaging for the wafers.  Very dissappointed.  These were a gift."
2,"It may be low acid, but the trade-off isn't worth it. The odor & the flavor are both poor, and the coffee is relatively weak, which I guess I shouldn't complain about - if I'm going to drink a cup of foul-tasting liquid, I'd prefer it to be as weak as possible!"
2,"I thought this was a fair price for these mushrooms, but was quite disappointed.  I soaked the mushrooms, as advised and then added them to a soup.<br /><br />The next trial was in a risotto.<br />The mushrooms lack flavor in general.  The stems of these mushrooms are quite inedible; they are very tough and have to be trimmed after soaking.  I would not recommend them and wouldn't repurchase."
2,"Really High in salt (3,250 mg/box) and a third of the calories are from FAT.  The package states that it contains less than 0.5% of MSG, etc....again with the neurotoxins!!!  The flavor is not really cheesy as you'd expect from the hype on the box.  The potatoes do remain firm though.  It's hard to describe the flavor.  Creamy yet artificial tasting. No, I really must NOT be sucked into buying these awful scalloped potatoes again.  Buy it at your own risk."
2,"This is the same brand, but not the same concentration (and therefore not the same flavor) as the Chai extract used by Starbucks. The extract used by Starbucks is more heavily concentrated and therefore more intense in flavor. Very disappointing."
2,"strong, not much flavor, very little aroma. I tried it once, will not purchase another time. I have other similiar brands that met the standards i expected."
2,"There is nothing wrong with the quality of this coffee. The trouble was we received a dozen or so k cups with no lids. There were coffee grounds in the bottom of the case but absolutely no lids. This made a good bargain into a not so good one. I reviewed the packaging mishaps on Amazon but have not gotten any responses!"
2,"Obviously, by looking at the other reviews people think this stuff is either really good or really bad. I think it is all according to your taste and what you are expecting for this price. I ordered packets from two different web sites and they both taste ok just like a frosty/rich shake ordered from a drive thru window. It was ok but I wouldn't pay the price for it again. I found a recipe from the Serendipity 3 restaurant where you make your own Frozen Hot Chocolate by adding tiny bits of REAL chocolate, a bit of milk, cocoa,and some ice into a blender. I have a feeling that is the recipe that taste much more like what Oprah said was so good and more equivalent to what the restaurant actually serves. If you want more than just an expensive milkshake I would try the recipe using real chocolate and stay away from this drive thru milkshake mix."
2,"I love some of the other Oskri bars, and when I found this one, I was thinking coconut with clusters of crunchy almonds. Shades of Almond Joy, which I can't have because of the sugar, etc., but these are a disappointment. They're big, and that's usually a plus, but I'm tired of it about midway through a bar. There may be 2 or 3 almonds throughout the bar, but they're soft, so you have to see one to know you've eaten an almond. The coconut and level of sweetness are good, but it simply gets boring after a bite or two. So, I've got a whole box of 'em to eat. Waste not, want not. I'll go back to the other Oskri bars, like the Almonds and Cranberry fiber bar."
2,"OUr first order came and it was pate, which is not what i was expecting. Some can's has fungus in them? Weird. I got my second pack and they were fine."
2,"This cookie is too hard to bite into and the center is like eating crispy sugar.  I did not care for these at all and now I have a whole case of them.  Guess they will end up as a pie crust or something."
2,"I purchased due to one of the review saying this was much better than yoki tea,I feel this tea has a bitter taste and not much ginger,in fact I added ginger,which did not help the taste at all."
2,"Same price as Dr. Foster & Smith."
2,"I like all of the flavors to a degree, except this one.  It's really salty and the combination of flavors isn't good."
2,"I found two separate bags of these cherries to be dull and lifeless, with none of the zing I've found from other producers.  They were overly sweet in a way that seemed to mask the cherry flavor and had a texture that seemed almost cooked - mushy and gummy instead of chewy.<br /><br />I much preferred the Traverse Bay brand I purchased (here at Amazon) last year - that sample seemed fresher and less processed than these."
2,"I'm always looking for savory snacks. I gave these a try and threw away the rest of the box. They taste like fake potatoes with a faraway taste of sour cream and onion. I can't believe the positive reviews I've seen here. They must be from people who have given up on real food or have been dieting for so long that they've forgotten the taste of real sour cream and onions. Good luck and happy pound losing. I'll stick to something more sensible, like Town House Flatbread Crisps with Italian Herbs. Serving size - 6 little crackers - is 16 grams for a total of 70 calories per serving, vs. Special K's 55 calories. 20 more calories for a much better tasting snack with similar nutritional values."
2,"I don't know if it increased my milk supply because it was so disgusting that I could only stomach it a few times.  I suppose if you are desperate, but I would go with the fenugreek and blessed thistle  pills.  You have to take a lot of the pills, like 9 per day but at least I could manage to take the pills.  This stuff I had to force myself to drink, and it smells awful too."
2,"Sugar is the FIRST ingredient on the package (Organic Natural Evaporated Cane Sugar), however, when Amazon lists the ingredients they do not list them in the order on the package. Shame on Amazon. I love Amazon and order from them frequently every month and love their service. But regarding this issue I think THEY ARE WRONG not to voluntarily do the same thing. The government requires manufacturers to list ingredients in the order of largest content first. I had ordered this as part of Amazon's Subscribe and Save program because it sounded like a great product after reading the ingredient list on the site. Wrong. I had to relunctantly cancel it.<br />They taste great. No wonder with sugar as the largest ingredient."
2,"This K-cup was included in a ""Fall Mix"" that I purchased. I was disappointed when I saw that there was only one in the mix but I soon got over it as soon as I took a sip. It taste like Spiced Water... barely any coffee at all. Maybe it would be alright on the espresso setting on the Keurig but not the BIG cup."
2,"My review is not regarding after taste or the ingrediants as some people have complained about.<br /><br />I am strickly talking about the strawberry watermelon flavor.  out of a few flavors i've bought i would say this is my least favorite.... I would not recommend this flavor.<br /><br />thanks"
2,"Packing was not appropriate. The cardboard box was torn in several places. Cans were dented. One can had broken and leaked over at least 4 other cans causing a smelly mess. It was quite unpleasant."
2,"These sound like they would be so good.  I love fig newtons and imagined that there would be some fig filling in these.  Not so.  These are slim, crunchy sweet crackers.  If there is some fig in this it is very little.  A disappointment."
2,"Gum sticks to my teeth and flavor doesn't last long at all.  It's ok for vending machine gum and it was a decent price but the gum itself is not that good."
2,"I have bought this product a couple of times and really enjoyed it. BUT this last 2 bags has a weird smell and taste that seems stale or maybe chemical ish. A bunch of the pieces have an orange stain on them . I choose this product because it seemed a healthy alternative to satisfy my sweet tooth but now it has me concerned about the manufacturing."
2,"Well, what can I say?  I regret this purchase of Bridgeford Italian salami (I didn't buy the hard salami).  The quality of the salami is just so-so, not terrible but not comparable in quality to slightly more-expensive salamis available at my local grocers.  The taste?  Not bad but not great either, a walk on the mild side (in other words, bland and a bit rubbery-tasting).<br /><br />Stick with Hillshire Farm, Genoa, Gallo, etc...Bridgeford makes good pepperoni but their salami is sub-par and not worth the money."
2,"I tried three different flavors and they were all pretty bad. The texture is also kind of powdery instead of that crunchy chickpea texture you might expect. The sweet cinnamon flavor is probably the worst since it smells and tastes like an old peron's house(potpourri). I bought the small snack sized version for 99 cents each and ended up just throwing them away. Also the spices were unbalanced and unevenly distributed between the peas."
2,"This is probably good organic coffee in whole bean form.  It seems pretty fresh, even for ground coffee, and it's roasted the way I like it, which is medium-light.  The flavor (once you get some, more on that to follow) is mild.  It does have a weird aftertaste, which may be from the pods themselves or from the packaging.<br /><br />Mostly, though, this is a wasteful, expensive way to brew a cup of coffee, and it undoes all the good of using organic, fair trade beans.  It's a packaged coffee inside a package that's inside a package of packages.  This wouldn't be the worst thing in the world if the amount of coffee inside the pod were enough to brew a decent cup, but it isn't.  One pod brewed as recommended doesn't hold your cream and tastes like what you'd get at your great-grandma's house in outstate Minnesota.  You can read the date on a penny at the bottom of your cup.  Brewed according to the directions, this is worse than no coffee at all.<br /><br />Two pods in ten ounces of near-boiling water for 4-5 minutes makes an okay mug of coffee, but you use twice as much packaging and spend twice as much money.  Two stars for the fair trade.  No stars for anything else."
2,"Reading the reviews, I thought this would give a little kick to my coffee.  It doesn't do it, and here's why.  Even though the package says to limit to two per day, each shot only has 40mg of caffeine.  The average cup of coffee is around 100mg.  Energy drinks range widely, but 200mg seems to be in the ballpark, so two of these in a cup of coffee is still less than that.<br /><br />For those of you that get something out of this, great, but it's not comparable to an energy drink, imho."
2,"I bought these carob chips with the intentions of using them in carob chip cookies.  They taste great but the quality of the chips for baking purposes, is poor.  The chips melt out of the cookies and burn on the pan.  These chips would be best used in trail mixes or other snacks.  I did however, melt them and drizzle some over the cookies.  That was ok except that the carob never really fully dried, but instead made the cookies tacky sticky."
2,"I cut it up into smaller pieces for my terrier. She really seemed to go for the treat but after about 2 weeks, I think it's what's making her vomit. She is fine on the days I don't give it to her, but the handful of times I did, sure enough, the same day or next day, she would throw up.<br /><br />I'm returning the product. Also, it smells pretty bad. I'll stick to piggy slivers."
2,"Bottle was NOT as full as pictured here.<br />It was about 2/3 full.<br />The level was BELOW the bend or break in the neck."
2,"Unless your dog is younger and has great teeth, I do not recommend you try these. They are extremely hard."
2,"This maker got great reviews, but the machine I purchased was not the quality you would expect for the price. My machine is almost all plastic and the doors and trays do not fit snugly. I had to ship it back under warranty in under 3 months as it had quit working.  I had to foot the shipping to the warranty repair center to the tune of $35.<br /><br />When it was returned, day before yesterday, it was dirty and the repair order stated it was either my beans or water as the cause.<br /><br />We have used it for under 10 cups since and it's already not working properly again using their coffee.<br /><br />I would not purchase again.  I will say the customer service rep was very nice on the phone.... but that's not enough when spending $500."
2,"Wish I  liked it more.  Very good ingredients listed.  But it's wayyyy too sweet for me, which ditracts drom the flavor of the meat itself"
2,"Green Tea Pomegranate smells heavenly when you make it, but it will taste bland no matter how long you steep the tea bag."
2,"First time I purchased from this company and very disappointed as the coffee came all lose in the shipping box..Not even in their original manufacturers Keurig Tully Boxes.. some tops ripped open due to the packaging not to mention there are no expiration dates on these K-Cups.. Maybe this deal was too good to be true.. Do not recommend.. rather pay little more for quality packing and product...:("
2,"I ordered this K-Cup coffee on the favorable reviews of others.  But  - taste is subjective and this particular flavor of coffee has not made any impression on me.  It's not horrible - it's simply average and it hasn't captured my attention.  Because of that --- when I finish the last pod --- I will not re-order it."
2,"There were to be 6 dried samples of different types of mushrooms, but instead of the Melange de la Foret shown in the ad, which was wanted, there was a bag of Oyster mushrooms, which wasn't.  No communication from Amazon or Earthy Delights saying there was a substitution - even the shipment list was correct for what was ordered and advertised.  Wonder how careful these folks are about other things...."
2,"I won't go all the way to 1-star since this is probably more about me and not the foodstuff but, despite the claim that hemp seeds are not known to contain allergens, I did experience *some kind* of reaction to 4 tbsp of this stuff this past Monday, about 4 hours after ingesting it. I passed out, was shaking uncontrollably when I came to, felt tingling followed by a loss of sensation, nausea, pain, and shortness of breath. I realize correlation does not prove causation, but the health professionals whom I've consulted so far (which includes my primary) agree that there's a strong possibility that the episode was caused by something in the hemp seed, especially since I do not have a history of these kinds of incidents. I'm going for tests anyhow, and if it turns out that the hemp seed was not implicated, I'll update my review.<br /><br />Still, the moral of the story is, try just a little bit of this and any novel food or remedy before you take a full serving of it, lest you wind up at the ER like I did."
2,"I have tried several types of gf bread mixes with no problems.  For some reason, I can't get this one to set properly.  Every one of the three attempts I had resulted in bread that was wet in the middle.  I followed the ingredients and used my tried and true bread maker.  Each time, the bread was not done inside.  I would not recommend."
2,"I was not impressed with the quality of these vegetables, and I won't be buying them again.  The contents did not look or taste appealing.  There were a lot of potatoes, which I did not expect to find in mixed vegetables."
2,"people need to know from the seller how thin these sticks are because you think when you order your getting a good deal on price then you get them and they are thin and<br />you feel ripped off. They stink really bad. Bully sticks are a bulls penis. I looked that up on the internet. Yes dogs love them, but please supervise your pet as they get down to a nub quickly and could cause choking."
2,"My puppy does NOT like these! And well, mom doesn't like them either! The smell of garlic is so overpowering, I tossed them a week ago and I can still smell them! I think if your dog likes strong flavors these are for you, but they give my little guy diarrhea!! I would recommend the same brand in the Peanut Butter and Honey flavor, much gentler on tummies and my puppy can't get enough of them."
2,"Thought I was getting a really good buy on these until I read the label. The dosage amount of Glucosamine/Chondroitin is vague. It appears I need to give my dog an entire bag to get him 500 mg of glucosamine. Too expensive for me. The dogs love them, so if you want to give them an expensive treat they'll love, go for it. If you are trying to get a preventative dose of glucosamine in a treat look elsewhere."
2,"This is not a soup I'd try again.  The sodium content is high - 1130 mg per serving!  The directions call for one sliced onion, but that was not enough in my opinion.  Perhaps they felt the dried onion pieces would suffice, but I am not used to French onion soup with little bits of onion.  Since I had to add the onion, bread, and cheese, next time I'll just make my own soup too."
2,"I got this is a low cost alternative to my normal Jet Fuel and it just didn't measure up. I like strong coffee but this had a bitter taste that I just didn't care for. Also, 3 of the cups had some sort of malfunction and dumped their grinds into my cup-not sure why."
2,"It was a surprise to me that she refused the green bits.  Guess she is like her owner my son. He is an Aspie and hates veggies and will not touch anything green. Our dog did not lke this."
2,"I was expecting a larger granual suger and am dissapointed in this product. I might as well have used normal grocery store ganular sugar (i.e., Domino).  Not worth returning and I would not buy again. It certainly doesn't fit my description of ""sanding"" sugar."
2,"Maybe it because almonds are my favorite nut, but I didn't notice an abundance of them as other have noted. I guess if you don't like almonds though you probably want to stay away from mixed nuts. The nuts are great tasting, but now they have come off of subscribe and save and are no longer a great deal. Would have given the product five stars, but now it gets 2 because it is cheaper to get at the grocery store now."
